# name	group	country	url
13 Entretención (720p)	Entertainment	CL	https://origin.dpsgo.com/ssai/event/BBp0VeP6QtOOlH8nu3bWTg/master.m3u8
13 Realities (1080p)	Entertainment	CL	https://origin.dpsgo.com/ssai/event/g7_JOM0ORki9SR5RKHe-Kw/master.m3u8
16 Anni e Incinta	Entertainment	DE	https://jmp2.uk/plu-60940a07d88ba90007b9cb71.m3u8
247 Box TV	Entertainment	IR	https://hls.247box.live/hls/stream.m3u8
2x2 (576i)	Entertainment	RU	https://bl.rutube.ru/livestream/392b4686b770bae2da6bf5ac4574add5/index.m3u8?e=2068731801&s=tenr-yHXUv1wibfka78s2A&scheme=https
30A Sidewalks (720p)	Entertainment	US	https://30a-tv.com/sidewalks.m3u8
30A Television Channel (720p)	Entertainment	US	https://30a-tv.com/feeds/masters/30atv.m3u8
4U TV (720p)	Entertainment	TR	https://hls.4utv.live/hls/stream.m3u8
6ter (1080p)	Entertainment	FR	http://145.239.5.177/314/index.m3u8
A&E Latin America	Entertainment	US	http://170.83.16.50/AeE/index.m3u8
A&E Latin America	Entertainment	US	http://190.93.224.42/AYE/index.m3u8
A&E Latin America Brazil (720p)	Entertainment	US	http://45.190.28.50/AE_HD/index.m3u8
Aakaash Aath (576p)	Entertainment	IN	http://tvsen5.aynascope.net/Wm9Lv2RjZGT6/index.m3u8
Aamar Bangla (720p)	Entertainment	IN	https://app.ncare.live/c3VydmVyX8RpbEU9Mi8xNy8yMDE0GIDU6RgzQ6NTAgdEoaeFzbF92YWxIZTO0U0ezN1IzMyfvcGVMZEJCTEFWeVN3PTOmdFsaWRtaW51aiPhnPTI/amarbanglatv.stream/playlist.m3u8
AB1 (720p)	Entertainment	FR	http://145.239.5.177/332/index.m3u8
ABC TV Plus (720p)	Entertainment	AU	https://c.mjh.nz/abc-tv-plus.m3u8
Ace TV (480p)	Entertainment	US	https://c.streamhoster.com/link/hls/W5s3fS/inLo5pcsHjo/iqg9wps0m1x_5/playlist.m3u8
Adult Swim Latin America	Entertainment	US	http://168.197.104.22/ADULT_SWIM/index.m3u8
Adult Swim Latin America (720p)	Entertainment	US	https://streamer.metronethn.com/AdultSwim/index.m3u8
Adult Swim Latin America Brazil (720p)	Entertainment	US	http://45.190.28.50/TRUTV_HD/index.m3u8
AfroLandTV (1080p)	Entertainment	US	https://alt-al.otteravision.com/alt/al/al.m3u8
ALLBLK Gems (720p)	Entertainment	US	https://df1zke3zj042m.cloudfront.net/playlist.m3u8
AMC Absolute Reality	Entertainment	US	https://amc-absolutereality-1-us.plex.wurl.tv/playlist.m3u8
AMC en Español (720p) [Geo-blocked]	Entertainment	US	https://pb-fmbyorn1d0n1n.akamaized.net/v1/amc_amcespanol_3/samsungheadend_us/latest/main/hls/playlist.m3u8
America's Next Top Model	Entertainment	DE	https://jmp2.uk/plu-686cd84603ad75cfd132d672.m3u8
America's Next Top Model	Entertainment	US	https://jmp2.uk/plu-68679fc6bb46d0bdd38ac9a4.m3u8
America's Next Top Model	Entertainment	US	https://jmp2.uk/plu-68757c45759366af05b3b199.m3u8
American Crime Channel	Entertainment	PL	https://d39g1vxj2ef6in.cloudfront.net/v1/master/3fec3e5cac39a52b2132f9c66c83dae043dc17d4/prod-rakuten-stitched/master.m3u8?ads.xumo_channelId=88883104
Amrita TV (720p)	Entertainment	IN	https://ddash74r36xqp.cloudfront.net/master.m3u8
An Giang TV2 (1080p) [Geo-blocked]	Entertainment	VN	https://tv.angiangtv.vn/live/kgtv2/kgtv2.m3u8
An Giang TV3 (1080p) [Geo-blocked]	Entertainment	VN	https://tv.angiangtv.vn/live/kgtv1/kgtv1.m3u8
Anjan TV (720p)	Entertainment	IN	https://anjan.vstream.online/anjanorg/ngrp:anjan_hdall/playlist.m3u8
AP TV	Entertainment	GH	https://59nyqg8elwap-hls-live.5centscdn.com/APTV/85c20905211659d143febd7c32592ee0.sdp/playlist.m3u8
Apna Punjab TV (720p)	Entertainment	CA	https://plus.gigabitcdn.net/live-stream/apna-punjab-H3sE/playlist.m3u8
Are You The One?	Entertainment	SE	https://jmp2.uk/plu-61c091c39863900007ac9e8f.m3u8
Are You The One?	Entertainment	SE	https://jmp2.uk/plu-61c1db8ed6d97900076ea15c.m3u8
Are You The One?	Entertainment	SE	https://jmp2.uk/plu-61c0ac242bb0cf0007015f89.m3u8
arte (720p)	Entertainment	FR	http://145.239.5.177/300/index.m3u8
arte HD	Entertainment	DE	https://dash4.antik.sk/live/test_arte_avc_25p/playlist.m3u8
AsianBox	Entertainment	MN	https://cdn4.skygo.mn/live/disk1/AsianBOX/HLSv3-FTA/AsianBOX.m3u8
AsianCrush (1080p)	Entertainment	US	https://linear-900.frequency.stream/dist/cineverse/900/hls/master/playlist.m3u8
Asianet Middle East	Entertainment	IN	https://mumt03.tangotv.in/Dsly5z3HASIANETMIDDLEEAST/index.m3u8
Auction Hunters	Entertainment	DE	https://jmp2.uk/plu-5ede45d077746000072be0fe.m3u8
Auction Hunters	Entertainment	DE	https://jmp2.uk/plu-62ac50e92c48f900071444c9.m3u8
AXN White [Not 24/7]	Entertainment	US	http://315e5a5d.ottrast.com/iptv/MM4E93NGF5LADZ/6950/index.m3u8
AXN White CzechRepublic	Entertainment	US	http://88.212.15.19/live/test_white/playlist.m3u8
Azteca Internacional	Entertainment	MX	https://jmp2.uk/plu-646cce4d1593940008a33f09.m3u8
Azteca Internacional (1080p)	Entertainment	MX	https://azt-mun.otteravision.com/azt/mun/mun.m3u8
Bacán Te Veo (360p)	Entertainment	EC	https://stmv6.voxtvhd.com.br/vacantveo2/vacantveo2/playlist.m3u8
Bark TV (1080p)	Entertainment	US	https://bbb-barkt-streamstak.otteravision.com/bbb/barkt/barkt.m3u8
BBC First Turkiye	Entertainment	GB	http://88.212.15.29/live/bbc_first/index.m3u8
Best of Dr Phil	Entertainment	US	https://jmp2.uk/plu-65a7b01907e03a0008913e8f.m3u8
Best of Dr Phil	Entertainment	US	https://jmp2.uk/plu-60f760bbdf090700075d7bfe.m3u8
Best of Dr. Phil	Entertainment	US	https://jmp2.uk/plu-666815f24b9fb400083f7e31.m3u8
Best of MTV	Entertainment	SE	https://jmp2.uk/plu-632aff5e44111b00076ad9b1.m3u8
Best of MTV	Entertainment	SE	https://jmp2.uk/plu-632afc466699570007ed1106.m3u8
Best of MTV	Entertainment	SE	https://jmp2.uk/plu-632afdf820e83e000710ea12.m3u8
Best of Paradise Hotel: Finalveckan	Entertainment	SE	https://jmp2.uk/plu-65e97d41f7f0af0008da2543.m3u8
Best of Paradise Hotel: Kyssar & kärlek	Entertainment	SE	https://jmp2.uk/plu-65b1077e0d9ab40008245b20.m3u8
Best of Paradise Hotel: Pandoras Ask	Entertainment	SE	https://jmp2.uk/plu-65e97d760d456100082da660.m3u8
Best of Paradise Hotel: Skolveckan	Entertainment	SE	https://jmp2.uk/plu-65e97cd118036500082ed0ce.m3u8
Best of The Drew Barrymore Show	Entertainment	SE	https://jmp2.uk/plu-62beb692cda2b10007d5fd76.m3u8
Best of The Drew Barrymore Show	Entertainment	SE	https://jmp2.uk/plu-630478cfdb5a4a0007ec255e.m3u8
Best of The Drew Barrymore Show	Entertainment	SE	https://jmp2.uk/plu-630483153a21200007f1920f.m3u8
Best of The Drew Barrymore Show	Entertainment	US	https://jmp2.uk/plu-6310cbee5a8ad300070fdb7c.m3u8
BET Classics	Entertainment	US	https://jmp2.uk/plu-60f85644a9493e0007a1f035.m3u8
BET Pluto TV	Entertainment	DE	https://jmp2.uk/plu-604f8f8622166000071a929f.m3u8
BET Pluto TV	Entertainment	US	https://jmp2.uk/plu-5ff768b6a4c8b80008498610.m3u8
BET Pluto TV	Entertainment	US	https://jmp2.uk/plu-5ca670f6593a5d78f0e85aed.m3u8
Beyond the Gates	Entertainment	US	https://jmp2.uk/plu-687ff00ff6bc08130f16ab81.m3u8
Bialogardzka Telewizja Kablowa (1080p)	Entertainment	PL	https://bsmbialogard.pl/live/index.m3u8
Big Brother	Entertainment	US	https://jmp2.uk/plu-6661f11a41af6400080e90d8.m3u8
BIG BROTHER CLASSIC	Entertainment	DE	https://jmp2.uk/plu-663e09e4b18d700008e48dcf.m3u8
BIZ TV	Entertainment	UZ	https://stream8.cinerama.uz/1211/tracks-v1a1/mono.m3u8
BIZ TV (1080p)	Entertainment	UZ	https://fl.biztv.media/biz_tv_720_uni8jhub4h8fub4idejswh8dh3j94finbu4nidj39inwsj92in3d/index.m3u8
Boligjakten	Entertainment	SE	https://jmp2.uk/plu-61c1dc21b9587d0007e3fc15.m3u8
Bonches Latinos TV (720p)	Entertainment	DO	https://5790d294af2dc.streamlock.net/latinostv/latinostv/playlist.m3u8
Bondi Rescue (720p)	Entertainment	US	https://jmp2.uk/plu-66166989635c7500084105a2.m3u8
Bounce XL	Entertainment	US	https://jmp2.uk/plu-6176fd25e83a5f0007a464c9.m3u8
Bounce XL	Entertainment	US	https://pb-xp0ozx9lyqeiv.akamaized.net/BounceXL_US.m3u8
Bounce XL	Entertainment	US	https://aegis-cloudfront-1.tubi.video/22eea4e9-00a6-427c-92dd-57e78cc160dc/playlist.m3u8
Bounce XL (1080p)	Entertainment	US	https://cdn-uw2-prod.tsv2.amagi.tv/linear/amg01438-ewscrippscompan-bouncexl-tablo/playlist.m3u8
Breinholts	Entertainment	SE	https://jmp2.uk/plu-660d6c0094db140008fe2f74.m3u8
Brio TV (576p)	Entertainment	IN	https://mumt03.tangotv.in/Dsly5z3HBRIOTV/index.m3u8
Buzzr	Entertainment	US	https://buzzrota-ono.amagi.tv/playlist.m3u8
Buzzr	Entertainment	US	https://jmp2.uk/plu-5812bfbe4ced4f7b601b12e6.m3u8
Buzzr	Entertainment	US	https://aegis-cloudfront-1.tubi.video/d4038326-a3e3-4aba-b1f1-f0526c912c74/playlist.m3u8
C Star	Entertainment	FR	https://raw.githubusercontent.com/Paradise-91/ParaTV/refs/heads/main/streams/canalplus/cstar-dm.m3u8
C Star (1080p)	Entertainment	FR	http://145.239.5.177/361/index.m3u8
Camp Kulinaris	Entertainment	SE	https://jmp2.uk/plu-61c1dce2fb9ae40007d0ac15.m3u8
Camp Kulinaris	Entertainment	SE	https://jmp2.uk/plu-6400bf66dff38e00083f4ee8.m3u8
Canal Nets	Entertainment	CO	https://video.ejeserver.com/live/nets.m3u8
Canal Nets (720p) [Not 24/7]	Entertainment	CO	https://movil.ejeserver.com/live/nets.m3u8
Canal Pulpo TV	Entertainment	AR	https://vs20.live.opencaster.com/canalpulpotv_bdeee6e2/index.m3u8
Canela.TV (1080p)	Entertainment	US	https://d3cx6yargdnl7q.cloudfront.net/canelatv.m3u8
Car Chase (720p)	Entertainment	US	https://jmp2.uk/plu-65244c403fd33c0008ffff31.m3u8
Carac 1	Entertainment	CH	https://edge13.vedge.infomaniak.com/livecast/ik:event/manifest.m3u8
Carac 1 (1080p)	Entertainment	CH	http://145.239.5.177/371/index.m3u8
Carac 2	Entertainment	CH	https://onefmmd.vedge.infomaniak.com/livecast/ik:onefmmd/manifest.m3u8
Carac 2 (1080p)	Entertainment	CH	https://onefmhd.vedge.infomaniak.com/livecast/ik:onefmhd/manifest.m3u8
Carac 3 (1080p)	Entertainment	CH	https://lfmhd.vedge.infomaniak.com/livecast/lfmhd/playlist.m3u8
Carac 4 (1080p)	Entertainment	CH	https://edge17.vedge.infomaniak.com/livecast/ik:compack_media_1/playlist.m3u8
Carac 5	Entertainment	CH	https://lfmmd.vedge.infomaniak.com/livecast/ik:carac5/manifest.m3u8
Caras TV (1080p)	Entertainment	AR	https://unlimited1-us.dps.live/carastv/carastv.smil/playlist.m3u8
Catfish	Entertainment	US	https://jmp2.uk/plu-64f8a2a23a0d700008a6ed7b.m3u8
Catfish	Entertainment	DE	https://jmp2.uk/plu-625eaebc2a73a00007d3f855.m3u8
Catfish	Entertainment	DE	https://jmp2.uk/plu-6093f9ed2c75660007322bb7.m3u8
CATFISH TV (720p)	Entertainment	DE	https://jmp2.uk/plu-5f8eb66537867f0007146953.m3u8
CBS en español	Entertainment	US	https://jmp2.uk/plu-668c5cb4f01dbe0008dd4082.m3u8
CG Entertainment	Entertainment	IT	https://cgentertainment-cgtv-1-it.samsung.wurl.tv/playlist.m3u8
Channel 8	Entertainment	RU	http://tshift-1.telecoma.tv/8channel/index.m3u8
Channel 8	Entertainment	RU	https://v4.proofix.ru/8tv-russia/index.m3u8
Charterfeber	Entertainment	SE	https://jmp2.uk/plu-61c1dda0fe470d00080f85b8.m3u8
Che!	Entertainment	RU	https://zabava-htlive.cdn.ngenix.net/hls/CH_PERETZ/variant.m3u8
Cheksiz TV	Entertainment	UZ	https://fl.biztv.media/cheksiz_tv_480_unif7hujidth7f4du83jrhuid3k94j8hfj8d93eubych8eju93n4ubt/tracks-v1a1/mono.m3u8
Chroma TV (480p)	Entertainment	BR	https://5c483b9d1019c.streamlock.net/8054/8054/playlist.m3u8
Cine aventura	Entertainment	US	https://jmp2.uk/plu-60fb2f47c133270007327375.m3u8
Cine en español	Entertainment	US	https://jmp2.uk/plu-5cf96b1c4f1ca3f0629f4bf0.m3u8
Circle	Entertainment	US	https://amg00432-circletvfast-amg00432c1-cineverse-us-1112.playouts.now.amagi.tv/playlist/amg00432-circletv-circletv-cineverseus/playlist.m3u8
Circle	Entertainment	US	https://circle-klowdtv.amagi.tv/playlist.m3u8
Circle	Entertainment	US	https://circle-samsung.amagi.tv/playlist.m3u8
Circle	Entertainment	US	https://circle-xumo.amagi.tv/playlist.m3u8
Circle (1080p)	Entertainment	US	https://circle-roku.amagi.tv/playlist.m3u8
COCO TV (1080p) [Not 24/7]	Entertainment	DO	https://edge.essastream.com/canalcocotv/playlist.m3u8
Colors Gujarati (396p)	Entertainment	IN	https://raw.githubusercontent.com/amazeyourself/adaptive-streams/refs/heads/main/streams/in/YuppTV/ColorsGujarati.m3u8
Colors MENA HD (720p)	Entertainment	IN	https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorsme.smil/playlist.m3u8
Colors Tamil HD (720p)	Entertainment	IN	https://da86m1sqpm3o0.cloudfront.net/28072023/smil:colorstamilhd11.smil/playlist.m3u8
Colosal TV	Entertainment	CR	https://5eac7b031d945.streamlock.net/COLOSAL/COLOSAL/playlist.m3u8
Comet (1080p)	Entertainment	US	https://fast-channels.sinclairstoryline.com/COMET/index.m3u8
Conecta Mais TV (720p)	Entertainment	BR	https://adylnet.streampool.net/10324/live/hls/Conecta/index.m3u8
Crime + Investigation CEE	Entertainment	GB	http://88.212.15.19/live/test_cai_hevc/playlist.m3u8
CSI: Miami en español	Entertainment	US	https://jmp2.uk/plu-632b5950b515b000079e6b81.m3u8
CSI: NY en español	Entertainment	US	https://jmp2.uk/plu-632b606e12a67b0007c9e371.m3u8
Dangal 2	Entertainment	IN	https://live-dangal2.akamaized.net/liveabr/playlist.m3u8
Dating Disasters	Entertainment	US	https://jmp2.uk/plu-651f239d9c7aeb0008286823.m3u8
DCC: Making the Team	Entertainment	US	https://jmp2.uk/plu-5d40855b3fb0855028c99b6f.m3u8
DD Malayalam	Entertainment	IN	https://cdn-3.pishow.tv/live/27/master.m3u8
DD Malayalam (504p)	Entertainment	IN	https://d2lk5u59tns74c.cloudfront.net/out/v1/c313674ffced4c9a90f1bba436df2b9b/index.m3u8
DD National	Entertainment	IN	https://mumt01.tangotv.in/O5aw8Zn3DDNATIONALHD/index.m3u8
DD National HD (1080p)	Entertainment	IN	https://d3qs3d2rkhfqrt.cloudfront.net/out/v1/40492a64c1db4a1385ba1a397d357d3a/index.m3u8
DD National SD (576p)	Entertainment	IN	https://cdn-1.pishow.tv/live/11/master.m3u8
De unge mødre	Entertainment	SE	https://jmp2.uk/plu-69172a4fcf4a1101befdd894.m3u8
Den gule sofa med Allan Sindberg	Entertainment	SE	https://jmp2.uk/plu-66b22714d512590008c3d573.m3u8
Desi Channel (720p)	Entertainment	IN	https://livestream.unlimitedcdn.com/agm-dc/desi-channel/index.m3u8
Det sene show med Christian Fuhlendorff	Entertainment	SE	https://jmp2.uk/plu-660d6bc10cd4630008f4a25a.m3u8
Dr Phil's MeritTV (1080p)	Entertainment	US	https://d9069ugodwkju.cloudfront.net/Merit_Street.m3u8
